date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:56:09	139718/139718	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_61.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_61.html	(from https://importanceofislambdforall.blogspot.com/search/label/Important%20to%20know)
22:56:10	81870/81870	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/Important%20to%20know?updated-max=2021-08-27T02:10:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/Important%20to%20know1434.html	(from https://importanceofislambdforall.blogspot.com/search/label/Important%20to%20know)
22:56:12	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1327371451624603635/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1327371451624603635/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/10/blog-post_15.html)
22:56:14	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6568957062387618534/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6568957062387618534/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/10/blog-post_9.html)
22:56:17	131983/131983	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_27.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_27.html	(from https://importanceofislambdforall.blogspot.com/search/label/Our%20day%20to%20day%20life)
22:56:19	114692/114692	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_84.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_84.html	(from https://importanceofislambdforall.blogspot.com/search/label/Our%20day%20to%20day%20life)
22:56:21	112143/112143	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_71.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_71.html	(from https://importanceofislambdforall.blogspot.com/search/label/Our%20day%20to%20day%20life)
22:56:24	81922/81922	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/Our%20day%20to%20day%20life?updated-max=2021-08-22T09:40:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/Our%20day%20to%20day%20life66c3.html	(from https://importanceofislambdforall.blogspot.com/search/label/Our%20day%20to%20day%20life)
22:56:25	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4387665475253239450/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4387665475253239450/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/10/an-israeli-boy-meets-palestinian-boy.html)
22:56:28	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7476253294465776898/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7476253294465776898/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/10/blog-post.html)
22:56:29	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6530308936725555019/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6530308936725555019/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/10/blackmagic.html)
22:56:29	31132/31132	---M--	200	added ('OK')	image/jpeg	etag:%22vfb1%22	https://1.bp.blogspot.com/-xc2uIRhbJxk/YVv-KqgsXyI/AAAAAAAAD7A/V5Wp7Hx5AS0jkitSz-VnRch-ohPtXiBnQCLcBGAsYHQ/s320/FB_IMG_1633418676165.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-xc2uIRhbJxk/YVv-KqgsXyI/AAAAAAAAD7A/V5Wp7Hx5AS0jkitSz-VnRch-ohPtXiBnQCLcBGAsYHQ/s320/FB_IMG_1633418676165.jpg	(from https://importanceofislambdforall.blogspot.com/2021/10/blackmagic.html)
22:56:30	50112/50112	---M--	200	added ('OK')	image/jpeg	etag:%22vfb1%22	https://1.bp.blogspot.com/-xc2uIRhbJxk/YVv-KqgsXyI/AAAAAAAAD7A/V5Wp7Hx5AS0jkitSz-VnRch-ohPtXiBnQCLcBGAsYHQ/s672/FB_IMG_1633418676165.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-xc2uIRhbJxk/YVv-KqgsXyI/AAAAAAAAD7A/V5Wp7Hx5AS0jkitSz-VnRch-ohPtXiBnQCLcBGAsYHQ/s672/FB_IMG_1633418676165.jpg	(from https://importanceofislambdforall.blogspot.com/2021/10/blackmagic.html)
22:56:32	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5033696088503253203/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5033696088503253203/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_17.html)
22:56:34	107317/107317	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_14.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_14.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:35	101891/101891	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/this-is-islam-watch-video.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/this-is-islam-watch-video.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:37	144408/144408	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_13.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_13.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:39	108162/108162	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_11.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_11.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:46	113910/113910	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_10.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_10.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:47	104659/104659	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_8.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_8.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:49	105251/105251	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_69.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_69.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:51	113827/113827	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_67.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_67.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:53	196550/196550	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-04T20:16:00-07:00&max-results=13&start=13&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/searchc2f1.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-17T19:53:00-07:00&max-results=13)
22:56:55	198306/198306	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-10-05T00:26:00-07:00&max-results=13	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search23fb.html	(from https://importanceofislambdforall.blogspot.com/2021/10/)
22:56:56	80139/80139	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Nov%202021%2016:56:56%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/https	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/https.60.delayed	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:56:57	104268/104268	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_4.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_4.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:56:58	129983/129983	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_43.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_43.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:56:59	105274/105274	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_3.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_3.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:57:01	104113/104113	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_74.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_74.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:57:03	105834/105834	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post_1.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post_1.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:57:05	104096/104096	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/blog-post.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/blog-post.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:57:07	198627/198627	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-01T09:29:00-07:00&max-results=13	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/searche052.html	(from https://importanceofislambdforall.blogspot.com/2021/09/)
22:57:09	102173/102173	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_62.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_62.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:11	102096/102096	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/real-khan-sir-caught-ten-mistakes-in.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/real-khan-sir-caught-ten-mistakes-in.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:13	131343/131343	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_92.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_92.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:14	107807/107807	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_11.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_11.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:15	112919/112919	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/messenger.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/messenger.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:17	113525/113525	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_28.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_28.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:20	124928/124928	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_31.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_31.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:23	195673/195673	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/searchfd2f.html	(from https://importanceofislambdforall.blogspot.com/2021/08/)
22:57:24	82941/82941	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/%e0%a6%aa%e0%a6%b0%e0%a7%8d%e0%a6%a6%e0%a6%be%e0%a6%b0%20%e0%a6%97%e0%a7%81%e0%a6%b0%e0%a7%81%e0%a6%a4%e0%a7%8d%e0%a6%ac?updated-max=2021-08-27T01:55:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/%e0%a6%aa%e0%a6%b0%e0%a7%8d%e0%a6%a6%e0%a6%be%e0%a6%b0%20%e0%a6%97%e0%a7%81%e0%a6%b0%e0%a7%81%e0%a6%a4%e0%a7%8d%e0%a6%aca9b9.html	(from https://importanceofislambdforall.blogspot.com/search/label/%e0%a6%aa%e0%a6%b0%e0%a7%8d%e0%a6%a6%e0%a6%be%e0%a6%b0%20%e0%a6%97%e0%a7%81%e0%a6%b0%e0%a7%81%e0%a6%a4%e0%a7%8d%e0%a6%ac)
22:57:25	81816/81816	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/About%20Birthday?updated-max=2021-08-26T20:43:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/About%20Birthdayc2b3.html	(from https://importanceofislambdforall.blogspot.com/search/label/About%20Birthday)
22:57:27	105758/105758	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/the-hour-of-response-on-friday.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/the-hour-of-response-on-friday.html	(from https://importanceofislambdforall.blogspot.com/search/label/About%20Friday)
22:57:29	81788/81788	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/About%20Friday?updated-max=2021-08-14T22:40:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/About%20Fridaye585.html	(from https://importanceofislambdforall.blogspot.com/search/label/About%20Friday)
22:57:29	102749/102749	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/allaah-said-in-surat-ibrahim-verse-10.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/allaah-said-in-surat-ibrahim-verse-10.html	(from https://importanceofislambdforall.blogspot.com/search/label/Allah%20said)
22:57:31	197430/197430	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_8.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_8.html	(from https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography)
22:57:32	111400/111400	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/erectile-dysfunction.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/erectile-dysfunction.html	(from https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography)
22:57:33	112639/112639	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_74.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_74.html	(from https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography)
22:57:34	128913/128913	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_21.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_21.html	(from https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography)
22:57:36	114213/114213	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post.html	(from https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography)
22:57:37	81832/81832	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography?updated-max=2021-08-21T10:20:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/Anti-pornographyaa7d.html	(from https://importanceofislambdforall.blogspot.com/search/label/Anti-pornography)
22:57:38	81650/81650	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/Dua?updated-max=2021-08-31T07:59:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/Dua6c36.html	(from https://importanceofislambdforall.blogspot.com/search/label/Dua)
22:57:39	118591/118591	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_67.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_67.html	(from https://importanceofislambdforall.blogspot.com/search/label/Importance%20of%20Salat)
22:57:39	81898/81898	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/Importance%20of%20Salat?updated-max=2021-08-24T23:24:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/Importance%20of%20Salatdba7.html	(from https://importanceofislambdforall.blogspot.com/search/label/Importance%20of%20Salat)
22:57:41	102051/102051	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/what-bible-say-about-women.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/what-bible-say-about-women.html	(from https://importanceofislambdforall.blogspot.com/search/label/What%20Bible%20say)
22:57:43	81828/81828	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search/label/What%20Bible%20say?updated-max=2021-08-14T22:36:00-07:00&max-results=20&start=20&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search/label/What%20Bible%20say165d.html	(from https://importanceofislambdforall.blogspot.com/search/label/What%20Bible%20say)
22:57:45	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5107381018856537769/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5107381018856537769/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_40.html)
22:57:46	80139/80139	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Nov%202021%2016:57:46%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/https	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/https.81.delayed	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_40.html)
22:57:47	28991/28991	---M--	200	added ('OK')	image/jpeg	etag:%22ve8f%22	https://1.bp.blogspot.com/-sDqflBa9WoE/YSaDOVZfJgI/AAAAAAAADo4/vaAKRY9vHukQ3NfkI13X665kvPsZ-qSHgCLcBGAsYHQ/s552/FB_IMG_1629913543809.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-sDqflBa9WoE/YSaDOVZfJgI/AAAAAAAADo4/vaAKRY9vHukQ3NfkI13X665kvPsZ-qSHgCLcBGAsYHQ/s552/FB_IMG_1629913543809.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_40.html)
22:57:49	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1319012479786901765/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1319012479786901765/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_2.html)
22:57:51	80451/80451	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Nov%202021%2016:57:50%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/demo-to-prevent-copy-paste-on-blogger_files/googleapis.js	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/demo-to-prevent-copy-paste-on-blogger_files/googleapis.84.delayed	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_2.html)
22:57:53	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5899390528989022442/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5899390528989022442/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_22.html)
22:57:53	22293/22293	---M--	200	added ('OK')	image/jpeg	etag:%22ve5c%22	https://1.bp.blogspot.com/-FUwDYxfL8YE/YSKAgXxvAoI/AAAAAAAADls/4Zo7hsBL5c0GCsgNpPMja7Ge6wZ3WXOcQCLcBGAsYHQ/s498/images.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-FUwDYxfL8YE/YSKAgXxvAoI/AAAAAAAADls/4Zo7hsBL5c0GCsgNpPMja7Ge6wZ3WXOcQCLcBGAsYHQ/s498/images.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_22.html)
22:57:54	4816/4816	---M--	200	added ('OK')	image/jpeg	etag:%22ve5a%22	https://1.bp.blogspot.com/-WX8pKgonvzI/YSJ_YC3BQrI/AAAAAAAADlk/WVRf3gtAxwovSS7TFlJfp60htwyx4FWAACLcBGAsYHQ/w96-h97/images+%25282%2529.jpeg	D:/Websites/importanceofislam/1.bp.blogspot.com/-WX8pKgonvzI/YSJ_YC3BQrI/AAAAAAAADlk/WVRf3gtAxwovSS7TFlJfp60htwyx4FWAACLcBGAsYHQ/w96-h97/images%20(2).jpeg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_22.html)
22:57:54	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%220bbb61d000b369cdefb5b089b1ec02bb%22	https://connect.facebook.net/en_GB/sdk.js	D:/Websites/importanceofislam/connect.facebook.net/en_GB/sdk.js	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_22.html)
22:57:56	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6669518050454847731/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6669518050454847731/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_99.html)
22:57:58	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4920547035881630118/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4920547035881630118/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_97.html)
22:58:00	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5608370053574957550/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5608370053574957550/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_40.html)
22:58:02	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8236023612248074268/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8236023612248074268/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_7.html)
